Model,Accuracy,Precision,Recall,F1-score,Train Time (s)
Logistic Regression,0.67394,0.05403563129357088,0.4566640481801519,0.09663656009309027,1.6818819046020508
Random Forest,0.67394,0.05403563129357088,0.4566640481801519,0.09663656009309027,44.930129051208496
SVM,0.67394,0.05403563129357088,0.4566640481801519,0.09663656009309027,111.67554306983948
Naive Bayes,0.96405,0.9590163934426229,0.061272584446190104,0.1151858232832882,0.08597612380981445
