Model,Accuracy,Precision,Recall,F1-score,Train Time (s)
Logistic Regression,0.96432,0.9434628975265018,0.06991358994501179,0.13018039980497317,1.8712079524993896
Random Forest,0.96432,0.9434628975265018,0.06991358994501179,0.13018039980497317,62.65646171569824
SVM,0.96432,0.9434628975265018,0.06991358994501179,0.13018039980497317,9.58325481414795
Naive Bayes,0.96405,0.9590163934426229,0.061272584446190104,0.1151858232832882,0.07653594017028809
